1620030810 0 46.335721 3.428525 10.0
1620030810 0 46.335719 3.428511 10.4
1620030810 0 46.335717 3.428497 10.73
1620030810 0 46.335715 3.428483 10.94
1620030810 0 46.335713 3.428469 11.0
1620030810 0 46.335711 3.428455 10.9
1620030810 0 46.335707 3.428442 10.65
1620030810 0 46.3357 3.428432 10.29
1620030810 0 46.335697 3.428418 9.89
1620030810 0 46.335698 3.428404 9.51
1620030810 0 46.335703 3.428392 9.2
1620030810 0 46.335711 3.428385 9.03
1620030810 0 46.335721 3.428384 9.01
1620030810 0 46.33573 3.428389 9.16
1620030810 0 46.335737 3.428399 9.44
1620030810 0 46.33574 3.428413 9.81
1620030810 0 46.335738 3.428427 10.21
1620030810 0 46.335736 3.428441 10.58
1620030810 0 46.335738 3.428454 10.86
1620030810 0 46.33574 3.428468 10.99
1620030810 0 46.335742 3.428482 10.96
1620030810 0 46.335744 3.428496 10.78
1620030810 0 46.335745 3.42851 10.47
1620030810 0 46.335743 3.428524 10.08
1620030810 0 46.335742 3.428538 9.68
1620030810 0 46.335745 3.428551 9.33
1620030810 0 46.335752 3.428561 9.09
1620030810 0 46.335761 3.428566 9.0
1620030810 0 46.335771 3.428564 9.07
1620030810 0 46.335779 3.428556 9.29
1620030810 0 46.335784 3.428544 9.63
1620030810 0 46.335784 3.42853 10.02
1620030810 0 46.33578 3.428517 10.42
1620030810 0 46.335774 3.428506 10.74
1620030810 0 46.33577 3.428493 10.95
1620030810 0 46.335768 3.42848 11.0
1620030810 0 46.335766 3.428466 10.88
1620030810 0 46.335764 3.428452 10.63
1620030810 0 46.335762 3.428438 10.27
1620030810 0 46.335757 3.428426 9.87
1620030810 0 46.335751 3.428415 9.49
1620030810 0 46.335748 3.428401 9.19
1620030810 0 46.335749 3.428387 9.02
1620030810 0 46.335755 3.428376 9.02
1620030810 0 46.335763 3.428369 9.17
1620030810 0 46.335773 3.428368 9.46
1620030810 0 46.335782 3.428374 9.83
1620030810 0 46.335788 3.428385 10.24
1620030810 0 46.335791 3.428398 10.6
1620030810 0 46.335789 3.428412 10.87
1620030810 0 46.335767000000004 3.428426 10.99
1620030810 0 46.335769 3.42844 10.96
1620030810 0 46.335771 3.428454 10.77
1620030810 0 46.335773 3.428468 10.45
1620030810 0 46.335775 3.428481 10.06
1620030810 0 46.335777 3.428495 9.66
1620030810 0 46.335779 3.428509 9.32
1620030810 0 46.335781 3.428523 9.08
1620030810 0 46.335783 3.428537 9.0
1620030810 0 46.335785 3.428551 9.08
1620030810 0 46.335788 3.428565 9.31
1620030810 0 46.33579 3.428579 9.65
1620030810 0 46.335792 3.428593 10.05
1620030810 0 46.335794 3.428607 10.44
1620030810 0 46.335796 3.428621 10.76
1620030810 0 46.335798000000004 3.428635 10.95
1620030810 0 46.3358 3.428649 10.99
1620030810 0 46.335802 3.428663 10.87
1620030810 0 46.335804 3.428677 10.61
1620030810 0 46.335806 3.428691 10.25
1620030810 0 46.335808 3.428705 9.84
1620030810 0 46.335809 3.428719 9.47
1620030810 0 46.335807 3.428733 9.18
1620030810 0 46.335806 3.428747 9.02
1620030810 0 46.33581 3.42876 9.02
1620030810 0 46.335817 3.428769 9.18
1620030810 0 46.335827 3.428772 9.48
1620030810 0 46.335836 3.428769 9.86
1620030810 0 46.335844 3.428761 10.26
1620030810 0 46.335848 3.428748 10.62
1620030810 0 46.335848 3.428734 10.88
1620030810 0 46.335844 3.428721 11.0
1620030810 0 46.335837 3.42871 10.95
1620030810 0 46.335834 3.428697 10.75
1620030810 0 46.335832 3.428683 10.43
1620030810 0 46.33583 3.428669 10.03
1620030810 0 46.335828 3.428655 9.64
1620030810 0 46.335826 3.428642 9.3
1620030810 0 46.335824 3.428628 9.07
1620030810 0 46.335821 3.428614 9.0
1620030810 0 46.335819 3.4286 9.09
1620030810 0 46.335817 3.428586 9.33
1620030810 0 46.335815000000004 3.428572 9.67
1620030810 0 46.335813 3.428558 10.07
1620030810 0 46.335811 3.428544 10.46
1620030810 0 46.335809 3.42853 10.77
1620030810 0 46.335807 3.428516 10.96
1620030810 0 46.335805 3.428502 10.99
